"primary card id","chinese name","pokedex id","field type","規格標記","chinese text","jp text","eng text"
"cmo1u7qey1uif5uee4sl158q8","懶人獺","0287","attack","H","將這隻寶可夢恢復「60」HP。在下個自己的回合，這隻寶可夢無法撤退。","このポケモンのHPを「60」回復する。次の自分の番、このポケモンはにげられない。","Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck."
"cmo1u8i6236qu5uee6vlz87f8","多龍巴魯托","0887","ability","E","當這隻寶可夢受到招式的傷害時，己方擲1次硬幣。若為正面，則這隻寶可夢不會受到那個傷害。","","If any damage is done to this Pokémon by attacks, flip a coin. If heads, prevent that damage."
"cmo1u8eq130tg5ueeb0354bso","火焰鳥","0146","attack","I","若對手的戰鬥寶可夢為「寶可夢【ex】」，則增加90點傷害。","相手のバトルポケモンが「ポケモンex」なら、90ダメージ追加。","If this Pokémon has any damage counters on it, this attack does 70 more damage. This attack’s damage isn’t affected by Weakness."
"cmo1u7ouy1rue5ueeuvt262xs","粉蝶蛹","0665","attack","J","擲1次硬幣若為正面，則在下個對手的回合，這隻寶可夢不會受到招式的傷害與效果的影響。","コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。",""
"cmo1u6xm20h715ueelwxty1np","伽勒爾 死神板","0867","ability","E","當這隻寶可夢在戰鬥場上受到對手的「寶可夢【VMAX】」招式的傷害時，將與受到的傷害相同數值的傷害指示物，放置於使用招式的寶可夢身上。","このポケモンが、バトル場で相手の「ポケモンVMAX」からワザのダメージを受けたとき、受けたダメージぶんのダメカンを、ワザを使ったポケモンにのせる。","If this Pokémon is in the Active Spot and is damaged by an attack from your opponent’s Pokémon {VMAX} (even if this Pokémon is Knocked Out), put damage counters on the Attacking Pokémon equal to the damage done to this Pokémon."
"cmo1u8efh30bd5ueefmdehe30","水君","0245","ability","B","若這隻寶可夢在戰鬥場上，則在自己的回合時可使用1次。將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。]","",""
"cmo1u7pxi1tom5ueebmrwpvh8","由克希","0480","attack","H","在對手的所有寶可夢身上各放置2個傷害指示物。","相手のポケモン全員に、それぞれダメカンを2個のせる。","Put 3 damage counters on your opponent’s Pokémon in any way you like."
"cmo1u7o2t1qhx5ueefj5r4tzu","莉莉艾的皮皮ex","0035","ability","I","只要這隻寶可夢在場上，對手的場上的所有【龍】寶可夢的弱點全部改爲【超】屬性。[弱點以「×2」計算傷害。]","このポケモンがいるかぎり、相手の場のポケモン全員の弱点は、すべてタイプになる。［弱点は「×2」で計算する。］","The Weakness of each of your opponent’s {N} Pokémon in play is now {P}. (Apply Weakness as ×2.)"
"cmo1u7q3i1tyw5ueesf8zqyrr","重泥挽馬","0750","ability","I","這隻寶可夢受到招式的傷害「-30」點。","このポケモンが受けるワザのダメージは「-30」される。","This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance)."
"cmo1u8je538t45uee20a4pd4u","其他沙奈朵VMAX","0282","attack","D","將這隻寶可夢恢復「50」HP。 | 寶可夢【VMAX】【氣絕】時，對手獲得3張獎賞卡。","",""
"cmo1u7pyp1tqm5uee2vp6dy78","超能妙喵","0678","ability","H","在自己的回合，若從自己的手牌將1張「悠哉尾草棒」丟棄，則可使用1次。選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。","自分の番に、自分の手札から「のんびりじゃらし」を1枚トラッシュするなら、1回使える。相手のベンチポケモンを1匹選び、バトルポケモンと入れ替える。","When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may search your deck for up to 2 Supporter cards, reveal them, and put them into your hand. Then, shuffle your deck."
"cmo1u7pxn1tou5ueel9clvh2m","亞克諾姆","0482","attack","H","增加對手的所有寶可夢身上放置的傷害指示物的數量×10點傷害。","相手のポケモン全員にのっているダメカンの数×10ダメージ追加。","This attack does 10 more damage for each damage counter on all of your opponent’s Pokémon."
"cmo1u6y260hxa5uee9h0kizd4","皮卡丘","0025","attack","E","從自己的棄牌區選擇1張【雷】能量卡，附於這隻寶可夢身上。","自分のトラッシュからエネルギーを1枚選び、このポケモンにつける。","Attach a {L} Energy card from your discard pile to this Pokémon."
"cmo1u7o7w1qqn5ueev5o7qzgs","貓頭夜鷹","0164","ability","H","在自己的回合，從手牌使出這張卡並完成進化時，若自己的場上有「太晶」寶可夢，則可使用1次。從自己的牌庫選擇最多2張訓練家卡，在給對手看過後加入手牌。並且重洗牌庫。","自分の番に、このカードを手札から出して進化させたとき、自分の場に「テラスタル」のポケモンがいるなら、1回使える。自分の山札からトレーナーズを2枚まで選び、相手に見せて、手札に加える。そして山札を切る。","Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, if you have any Tera Pokémon in play, you may search your deck for up to 2 Trainer cards, reveal them, and put them into your hand. Then, shuffle your deck."
"cmo1u7w6g24cj5uee5e4vkwfk","皮卡丘","0025","attack","G","在下個對手的回合，受到這個招式的寶可夢使用招式的傷害「-20」點。","次の相手の番、このワザを受けたポケモンが使うワザのダメージは「-20」される。",""
"cmobmw3uy1ps42pc7si7nrdo8","毒骷蛙","0454","attack","I","這隻寶可夢也受到20點傷害。","このポケモンにも20ダメージ。","This Pokémon also does 20 damage to itself."
"cmo1u7woz258s5uee2ruwxjt6","棄世猴","0979","ability","I","若這隻寶可夢身上放置有2個以上的傷害指示物，則這隻寶可夢使用的招式，對對手的戰鬥寶可夢造成的傷害「+120」點。","このポケモンにダメカンが2個以上のっているなら、このポケモンが使うワザの、相手のバトルポケモンへのダメージは「+120」される。","If this Pokémon has 2 or more damage counters on it, attacks used by this Pokémon do 120 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance)."
"cmo1u6y9k0ia85ueen3t2p7jz","多邊獸Ⅱ","0233","attack","E","擲3次硬幣，造成正面出現的次數×30點傷害。","コインを3回投げ、オモテの数×30ダメージ。",""
"cmo1u6y9r0iak5ueea8d3obot","多麗米亞","0676","attack","E","從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。 | 在下個對手的回合，這隻寶可夢受到招式的傷害「-20」點。","自分の山札からポケモンを1枚選び、相手に見せて、手札に加える。そして山札を切る。 | 次の相手の番、このポケモンが受けるワザのダメージは「-20」される。",""
"cmo1u7brw15j65uee599lu68c","下石鳥","0962","attack","I","從自己的牌庫選擇最多3張「寶可夢道具」卡，在給對手看過後加入手牌。並且重洗牌庫。 | 在下個對手的回合，受到這個招式的寶可夢無法撤退。","自分の山札から「ポケモンのどうぐ」を3枚まで選び、相手に見せて、手札に加える。そして山札を切る。 | 次の相手の番、このワザを受けたポケモンは、にげられない。","During your opponent’s next turn, the Defending Pokémon can’t retreat."
"cmo1u7q6y1u4t5ueeoxx4dccw","<瑪俐的>酷豹","0510","attack","I","若對手的戰鬥寶可夢為「寶可夢【ex】」，則增加70點傷害。","相手のバトルポケモンが「ポケモンex」なら、70ダメージ追加。","If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 70 more damage."
"cmo1u7q1f1tvb5ueeuvu4zk5g","雷吉洛克ex","0377","attack","I","從自己的棄牌區選擇最多2張「基本【鬥】能量」卡，附於這隻寶可夢身上。 | 若對手的戰鬥寶可夢為【2階進化】寶可夢，則增加140點傷害。","自分のトラッシュから「基本エネルギー」を2枚まで選び、このポケモンにつける。 | 相手のバトルポケモンが2進化ポケモンなら、140ダメージ追加。","Attach up to 2 Basic {F} Energy cards from your discard pile to this Pokémon. | If your opponent’s Active Pokémon is a Stage 2 Pokémon, this attack does 140 more damage."
"cmo1u7qe21ugv5ueehsfcnm6u","卡比獸","0143","attack","H","從自己的手牌選擇1張能量卡，附於這隻寶可夢身上。然後，將這隻寶可夢恢復「60」HP。","自分の手札からエネルギーを1枚選び、このポケモンにつける。その後、このポケモンのHPを「60」回復する。",""
"cmo1u6yc70iet5ueeqxwuu56m","卡璞・鰭鰭","0788","attack","E","若希望，將這隻寶可夢與備戰寶可夢互換。 | 選擇1個這隻寶可夢身上附加的能量，放回手牌。","のぞむなら、このポケモンをベンチポケモンと入れ替える。 | このポケモンについているエネルギーを1個選び、手札にもどす。","You may switch this Pokémon with 1 of your Benched Pokémon. | Put an Energy attached to this Pokémon into your hand."
"cmo1u7qew1uib5uee55avbixz","大王燕","0277","attack","I","從自己的牌庫抽出3張卡。","自分の山札を3枚引く。","Draw 3 cards."
"cmo1u8jw239ld5ueenj2ym4aj","美納斯","0350","ability","D","在自己的回合時，可使用1次。將自己的所有寶可夢各恢復「20」HP。","","Once during your turn, you may heal 20 damage from each of your Pokémon."
"cmo1u7q5b1u205uee0gpejujc","<火箭隊的>尼多后","0031","attack","I","若自己的備戰區有名稱中有「尼多王」的寶可夢，則增加120點傷害。","自分のベンチに、名前に「ニドキング」とつくポケモンがいるなら、120ダメージ追加。","If a Pokémon that has ""Nidoking"" in its name is on your Bench, this attack does 120 more damage."
"cmo1u7qh41um45uee2qnfg3hx","嗡蝠","0714","attack","I","從自己的牌庫抽出1張卡。","自分の山札を1枚引く。","Draw a card."
"cmo1u8jqw39dv5uee2raouolb","大尾立","0162","attack","D","從自己的牌庫抽出3張卡。 | 擲1次硬幣若為反面，則這個招式失敗。","","Draw 3 cards. | Flip a coin. If tails, this attack does nothing."
